a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
39,2,920,13,13,3,14,0,0,1,1,0,0,27,0
9,2,921,1,1,2,9,0,0,0,1,0,16,0,0
21,5,922,5,5,0,11,3,0,1,1,0,33,0,0
49,4,923,14,14,1,4,1,0,0,1,0,0,0,0
11,2,924,1,1,1,0,2,0,1,1,0,0,5,0
5,2,925,2,2,1,9,1,0,0,31,0,11,0,1
5,2,926,1,1,1,6,1,0,0,1,0,55,0,1
33,2,927,3,3,0,3,0,0,1,1,0,13,0,0
30,2,928,10,10,1,3,1,0,0,1,19,0,0,1
39,2,929,1,1,1,6,1,0,0,1,0,6,0,0
8,2,847,0,0,0,5,0,0,0,1,0,0,0,1
8,2,930,6,6,2,4,4,3,1,1,0,0,0,0
18,2,931,1,1,1,9,1,1,0,1,0,0,0,0
2,6,932,1,1,1,1,1,0,0,1,0,0,0,1
32,2,933,1,1,0,4,0,0,1,1,0,3,0,0
22,2,934,1,1,1,9,1,0,0,1,0,0,0,0
17,4,935,5,5,2,1,4,1,1,1,0,7,0,0
13,2,936,5,5,2,0,4,0,1,1,0,0,0,0
35,6,147,0,0,1,1,2,0,1,1,12,3,0,1
16,2,937,5,5,2,6,4,0,0,1,0,7,0,0
29,1,938,5,5,2,8,4,0,0,1,0,0,0,0
29,0,939,1,1,1,3,2,0,1,1,0,0,0,1
16,2,940,3,3,1,1,1,0,0,1,0,15,0,1
49,2,941,8,8,6,4,4,1,1,1,0,0,0,0
32,2,942,1,1,0,4,3,0,1,1,0,9,0,0
49,2,943,5,5,1,1,1,0,0,1,0,0,0,0
30,2,944,12,12,1,6,1,0,0,1,0,6,4,0
29,6,945,5,5,1,5,1,0,0,1,0,20,0,1
39,4,946,12,12,2,7,0,0,0,1,0,0,0,0
39,1,947,0,0,1,1,1,0,0,1,0,0,0,1
9,2,948,6,6,1,1,1,0,0,1,0,0,0,1
15,2,949,5,5,1,3,1,0,0,1,0,3,0,0
12,2,950,1,1,2,9,0,0,1,1,0,14,0,0
12,2,951,0,0,1,6,1,0,0,1,0,20,5,0
35,2,952,12,12,2,1,4,0,1,1,0,0,0,0
4,2,953,1,1,1,7,1,0,0,1,0,0,0,0
22,2,954,1,1,0,4,3,0,1,1,0,9,0,0
18,6,955,5,5,1,5,1,0,0,1,0,8,0,1
42,1,956,1,1,1,6,1,0,0,1,0,9,0,0
25,2,957,0,0,1,1,1,2,0,1,0,0,3,1
35,5,958,7,7,6,11,0,0,1,1,0,9,0,0
14,2,959,1,1,1,6,1,0,0,1,0,7,0,1
4,2,960,0,0,0,10,0,0,1,1,0,7,0,0
38,2,961,0,0,6,1,0,0,0,1,28,0,0,1
5,2,962,1,1,1,6,1,0,0,1,0,0,0,0
29,2,784,1,1,0,7,4,0,0,1,0,20,0,0
15,2,963,5,5,0,5,0,0,1,1,0,0,0,0
26,2,964,5,5,0,1,0,0,1,22,0,0,0,0
13,0,965,3,3,1,3,1,0,0,1,0,7,0,1
65,2,966,1,1,6,4,0,1,1,33,0,0,0,0
14,2,967,1,1,2,2,3,0,0,1,0,0,0,0
6,2,968,1,1,0,0,0,0,1,1,0,11,0,0
24,2,969,6,6,0,0,0,0,1,1,0,0,0,0
11,5,970,1,1,0,11,4,1,1,1,0,0,0,0
52,1,971,1,1,0,8,4,0,0,1,0,29,0,0
23,4,972,1,1,6,12,0,0,0,1,0,0,0,1
58,2,973,7,7,2,4,0,0,1,1,0,9,0,0
30,2,974,1,1,0,6,3,1,1,1,0,7,0,0
33,2,975,1,1,2,0,4,0,1,1,0,0,0,0
29,2,976,1,1,2,6,4,0,0,1,0,0,0,0
49,2,977,5,5,6,3,0,0,1,34,0,0,0,0
34,2,978,0,0,0,5,0,0,0,1,29,0,0,0
30,2,866,7,7,1,9,1,0,0,1,0,0,0,0
1,1,979,1,1,1,6,1,0,0,1,0,6,0,0
33,2,980,1,1,1,0,1,0,0,1,0,4,0,1
18,2,981,1,1,0,1,0,0,0,1,0,3,0,0
20,2,982,1,1,1,1,1,0,0,1,0,16,0,1
23,2,983,3,3,2,3,0,0,0,1,0,3,0,0
25,3,984,0,0,2,1,4,0,0,1,0,18,0,1
13,2,985,5,5,1,9,1,0,0,35,0,0,0,0
