A,B,C,D,E,F,G,H,I,J
439,821,146,146,0,1,1,0,5622,1
439,822,20,20,13,0,1,0,3434,1
439,728,1,1,6,0,0,5,33,1
439,730,0,0,0,0,1,1,46,1
439,808,23,23,1,1,1,0,226,1
439,827,31,31,2,0,0,6,5809,1
439,832,31,31,11,1,1,7,33,1
439,767,250,250,2,0,1,1,33,1
439,828,57,57,1,1,1,14,595,1
439,825,39,39,8,0,1,1,1,1
439,395,47,47,9,0,1,1,6,1
439,720,24,24,0,1,0,8,5810,1
439,822,90,90,1,0,1,1,1,1
439,767,37,37,2,1,1,12,5811,1
439,827,73,73,9,1,1,12,122,1
439,825,84,84,9,1,1,1,6,1
439,801,39,39,1,1,1,0,46,1
439,783,33,33,1,1,1,7,5812,1
439,398,6,6,11,0,1,1,2197,1
439,840,8,8,6,2,1,12,4272,1
439,742,23,23,1,0,1,1,46,1
439,596,62,62,1,0,1,1,1,1
439,328,78,78,7,0,1,5,517,1
439,838,66,66,1,1,1,12,748,1
439,831,0,0,0,1,1,6,83,1
439,822,4,4,7,1,1,12,5813,1
439,750,69,69,13,1,1,14,52,1
439,756,48,48,9,1,1,7,52,1
439,678,55,55,8,7,1,0,66,1
439,817,145,145,14,1,1,8,5814,1
439,395,57,57,1,0,0,1,182,1
439,808,99,99,5,0,1,1,1,1
439,357,24,24,0,0,1,5,1781,1
439,702,137,137,2,1,1,0,5815,1
439,785,39,39,8,0,1,1,1,1
439,746,99,99,11,0,1,0,54,1
439,829,32,32,1,3,0,0,448,1
439,824,60,60,1,1,1,0,71,1
439,808,71,71,7,1,1,8,52,1
439,832,3,3,2,1,1,12,5816,1
439,789,39,39,8,1,1,5,419,1
439,802,20,20,2,0,1,15,64,1
439,787,8,8,0,1,1,12,5817,1
439,731,3,3,2,0,5,1,33,1
439,789,10,10,11,0,1,15,5818,1
439,838,12,12,7,1,1,0,695,1
439,753,41,41,2,1,1,0,5819,1
439,817,20,20,13,1,1,10,5820,1
439,831,4,4,0,1,1,12,5821,1
439,801,7,7,6,0,1,0,5163,1
439,257,15,15,5,0,1,15,1,1
439,720,119,119,1,0,1,1,1,1
439,696,24,24,1,1,1,0,3062,1
439,832,6,6,1,0,1,1,1,1
439,398,6,6,11,1,1,6,5822,1
439,785,74,74,1,0,1,1,1,1
439,841,4,4,1,1,1,8,59,1
439,822,68,68,1,1,1,5,33,1
439,829,48,48,1,1,1,0,80,1
439,789,10,10,1,1,1,0,6,1
439,820,12,12,1,1,1,0,18,1
439,821,221,221,0,1,1,0,5823,1
439,714,50,50,1,0,1,1,1,1
439,824,0,0,1,1,1,12,5824,1
439,824,15,15,10,0,1,0,33,1
439,798,0,0,0,1,1,0,5825,1
440,314,20,20,1,2,1,12,11,2
441,826,31,31,14,0,1,1,40,0
441,847,64,64,6,1,1,16,11,3
441,530,10,10,1,1,1,1,1,1
441,726,3,3,14,1,1,5,52,1
441,814,0,0,5,0,1,1,1,1
442,730,6,6,1,0,1,8,3434,0
442,746,1,1,8,1,1,0,1246,0
442,817,39,39,8,0,0,0,535,0
442,786,40,40,1,0,1,0,28,0
442,757,51,51,11,1,1,0,11,3
442,841,4,4,5,1,1,0,11,3
442,395,46,46,7,1,1,10,11,3
442,581,6,6,5,2,1,13,5826,1
443,841,9,9,2,1,1,0,11,3
443,109,8,8,8,3,0,13,5827,1
444,519,41,41,1,0,1,0,33,0
445,501,206,206,5,1,0,7,251,0
445,715,16,16,1,1,1,0,133,0
445,14,12,12,1,2,5,13,7,2
445,787,53,53,2,1,1,6,11,3
446,841,26,26,6,0,1,0,5828,0
446,821,0,0,2,0,1,5,5416,0
446,731,3,3,1,0,1,15,406,0
446,785,162,162,1,0,1,0,33,0
446,643,92,92,1,1,1,0,384,0
446,838,9,9,1,0,0,8,52,0
446,643,19,19,1,0,1,1,5829,0
446,801,68,68,1,0,1,5,3984,0
446,819,6,6,5,0,1,15,514,0
446,825,4,4,5,1,1,0,92,0
446,817,21,21,11,0,1,1,33,0
446,212,12,12,1,0,1,21,1614,0
446,828,57,57,1,1,0,5,3208,0
446,830,44,44,6,0,1,0,68,0
446,829,11,11,1,1,1,7,0,0
446,808,8,8,6,0,1,0,1643,0
446,785,44,44,6,1,1,5,33,0
446,832,24,24,8,1,0,11,37,0
446,823,32,32,8,0,1,5,17,0
446,830,12,12,25,1,1,2,503,0
446,746,73,73,1,0,0,3,5830,0
446,742,3,3,33,1,1,0,5831,0
446,840,23,23,1,1,0,0,654,0
446,776,20,20,13,0,1,0,59,0
446,832,19,19,0,0,1,0,4837,0
446,716,23,23,9,0,1,5,63,0
446,829,48,48,1,1,1,7,5832,0
446,716,24,24,2,1,1,0,127,0
446,779,6,6,5,0,1,1,1,0
446,817,44,44,18,1,1,12,5833,0
446,716,46,46,40,1,1,0,1391,0
446,14,12,12,1,1,1,8,83,0
446,841,10,10,1,1,1,0,5834,0
446,824,54,54,2,1,1,5,17,0
446,756,39,39,1,1,1,0,4354,0
446,716,21,21,1,0,1,0,0,0
446,767,23,23,8,1,1,5,29,0
446,817,4,4,40,1,1,0,2576,0
446,798,31,31,6,1,0,7,27,0
446,832,36,36,6,1,1,0,1091,0
446,326,231,231,9,1,0,5,7,0
446,719,48,48,1,0,1,1,52,0
446,825,44,44,9,1,1,0,5835,0
446,824,46,46,42,1,1,5,63,0
446,750,1,1,14,0,1,0,25,0
446,673,31,31,6,0,0,1,63,0
446,824,60,60,1,1,1,0,4343,0
446,785,88,88,8,1,1,0,296,0
446,211,1,1,1,0,1,15,40,0
446,825,7,7,7,0,1,7,664,0
446,829,10,10,9,0,1,1,133,0
446,681,20,20,13,1,1,6,5836,0
446,817,90,90,27,0,1,1,206,0
446,821,8,8,10,0,1,1,566,0
446,819,31,31,6,0,1,5,4338,0
446,719,143,143,25,1,1,0,664,0
446,314,46,46,18,1,1,7,626,0
446,828,1,1,9,1,1,14,1081,0
446,815,15,15,29,1,1,5,466,0
446,750,48,48,1,0,0,5,1714,0
446,817,22,22,1,1,1,0,28,0
446,838,68,68,1,1,1,0,1787,0
446,840,6,6,5,1,1,15,50,0
446,826,119,119,11,0,1,21,52,0
446,190,34,34,2,0,1,1,153,0
446,715,59,59,9,1,1,0,52,0
446,825,4,4,8,0,1,1,46,0
446,821,137,137,2,0,1,0,568,0
446,832,23,23,9,1,1,5,29,0
446,802,0,0,1,0,1,1,466,0
446,314,0,0,0,1,1,0,54,0
446,802,41,41,2,0,1,0,83,0
446,643,31,31,11,1,1,15,5324,0
446,832,68,68,5,0,1,15,5837,0
446,787,32,32,1,1,1,5,29,0
446,841,24,24,0,1,1,0,68,0
446,757,0,0,2,1,1,5,1501,0
446,818,31,31,1,0,0,3,235,0
446,749,46,46,1,0,0,5,387,0
446,834,12,12,14,1,1,0,2166,0
446,829,49,49,0,1,1,5,85,0
446,395,60,60,11,0,1,15,90,0
446,716,20,20,2,0,1,1,52,0
446,796,133,133,2,0,1,1,68,0
446,643,81,81,0,1,1,0,2321,0
446,395,4,4,2,1,1,5,5838,0
446,832,77,77,1,1,1,2,3713,0
446,818,4,4,6,1,0,0,753,0
446,838,111,111,1,0,1,0,63,0
446,779,46,46,8,0,1,15,18,0
446,831,21,21,5,0,0,0,419,0
446,395,6,6,11,1,1,7,63,0
446,841,89,89,1,0,1,0,1853,0
446,768,8,8,1,1,1,5,40,0
446,822,69,69,13,1,1,5,368,0
446,826,146,146,9,0,1,0,1,0
446,848,24,24,6,1,1,0,50,0
446,755,47,47,1,0,0,2,5839,0
446,704,12,12,1,0,1,0,5840,0
446,817,49,49,0,0,1,0,149,0
446,832,37,37,2,1,0,5,5841,0
446,817,0,0,2,0,1,0,91,0
446,819,22,22,1,0,5,1,1,0
446,746,34,34,1,0,1,1,86,0
446,838,10,10,11,0,1,5,5842,0
446,314,90,90,6,0,1,5,5843,0
446,838,32,32,2,1,1,11,1,0
446,821,10,10,11,0,1,1,52,0
446,785,111,111,41,0,1,0,28,0
446,817,23,23,20,0,1,5,5844,0
446,328,31,31,1,0,1,1,33,0
446,742,6,6,5,1,1,0,841,0
446,684,24,24,0,0,0,12,708,0
446,821,55,55,1,0,1,1,63,0
446,811,57,57,6,1,1,5,33,0
446,730,64,64,6,1,1,0,5845,0
446,829,74,74,1,0,1,1,92,0
446,818,126,126,1,0,1,0,5038,0
446,731,37,37,9,1,1,5,5846,0
446,802,6,6,1,0,1,0,46,0
446,734,60,60,1,0,1,12,202,0
446,840,32,32,1,0,1,6,5610,0
446,798,20,20,9,1,1,0,33,0
446,783,3,3,2,0,1,0,92,0
446,830,20,20,13,1,1,11,83,0
446,784,116,116,1,0,1,15,3894,0
446,755,59,59,15,1,1,0,1,0
446,826,12,12,1,0,1,0,5847,0
446,796,137,137,2,1,1,12,5848,0
446,804,77,77,2,1,1,5,40,0
446,697,23,23,0,0,1,0,235,0
446,660,3,3,0,1,1,0,66,0
446,832,51,51,2,0,1,12,74,0
446,667,41,41,1,0,0,5,40,0
446,328,4,4,1,1,1,14,117,0
446,755,31,31,1,1,1,0,5849,0
446,822,4,4,1,1,1,8,2162,0
446,818,12,12,2,0,1,18,5850,0
446,818,44,44,18,1,1,18,692,0
446,830,1,1,1,1,1,0,46,0
446,828,31,31,1,1,1,12,5851,0
446,818,51,51,1,1,1,7,5852,0
446,726,31,31,2,0,0,12,37,0
446,746,12,12,9,1,1,5,11,2
446,798,147,147,11,0,1,1,7,2
446,528,161,161,1,0,0,6,7,2
446,542,3,3,2,2,1,13,11,2
446,841,0,0,10,1,1,0,7,2
446,823,120,120,2,1,1,0,7,2
446,636,12,12,1,1,1,0,7,2
446,827,12,12,1,1,1,10,11,2
446,811,12,12,1,2,1,0,11,2
446,618,12,12,1,3,0,1,11,2
446,668,147,147,1,1,0,7,11,2
446,830,12,12,1,0,1,8,11,2
446,849,147,147,11,1,1,0,11,2
446,817,147,147,1,1,1,10,11,2
446,830,80,80,2,1,1,0,583,3
446,730,7,7,57,1,1,7,11,3
446,398,4,4,1,1,1,7,11,3
446,656,128,128,5,1,0,0,4376,3
446,808,39,39,1,0,1,15,11,3
446,719,3,3,20,1,1,0,11,3
446,796,145,145,1,1,1,5,11,3
446,825,32,32,1,1,1,0,11,3
446,824,23,23,1,0,1,15,11,3
446,768,32,32,2,1,0,7,11,3
446,831,10,10,2,1,1,12,11,3
446,383,36,36,44,1,1,0,11,3
446,314,10,10,2,0,0,6,11,3
446,753,39,39,1,1,1,12,7,3
446,826,75,75,2,1,1,0,11,3
446,750,10,10,11,0,1,0,11,3
446,653,12,12,13,0,1,15,11,3
446,798,65,65,1,1,1,7,11,3
446,841,59,59,2,1,1,7,11,3
446,314,60,60,8,1,1,0,11,3
446,825,2,2,9,1,1,5,11,3
446,827,17,17,5,1,1,0,11,3
446,785,29,29,1,1,0,11,5853,3
446,818,31,31,9,2,0,0,52,3
446,789,9,9,7,2,1,0,11,3
446,832,24,24,1,1,1,7,11,3
446,742,60,60,11,1,1,0,11,3
446,817,39,39,9,1,1,0,11,3
446,742,31,31,14,1,1,10,11,3
446,832,3,3,1,0,0,8,1209,3
446,850,207,207,1,1,2,0,1,3
446,796,139,139,17,1,1,12,11,3
446,811,11,11,5,0,1,1,11,3
446,545,15,15,2,1,1,0,11,3
446,824,49,49,9,1,1,7,11,3
446,841,40,40,1,1,1,5,11,3
446,801,46,46,8,0,1,15,11,3
446,822,42,42,2,1,1,15,5515,3
446,750,68,68,1,1,1,7,5854,3
446,789,0,0,2,1,1,15,2552,3
446,818,31,31,2,0,1,0,11,3
446,817,39,39,1,0,1,1,59,3
446,750,31,31,30,0,1,15,11,3
446,404,47,47,1,0,0,6,11,3
446,717,145,145,1,1,1,7,11,3
446,194,0,0,1,1,1,6,11,3
446,819,10,10,2,0,1,21,11,3
446,783,31,31,1,1,1,7,11,3
446,776,25,25,2,1,1,12,11,3
446,831,41,41,11,1,1,5,11,3
446,819,28,28,2,1,0,7,11,3
446,750,110,110,11,0,0,0,11,3
446,822,8,8,9,0,1,1,11,3
446,560,31,31,1,1,0,6,11,3
446,730,10,10,11,0,1,1,11,3
446,804,68,68,5,1,1,5,11,3
446,453,31,31,1,1,1,0,11,3
446,821,7,7,1,1,0,0,46,3
446,825,60,60,8,0,1,1,11,3
446,821,32,32,1,1,1,0,11,3
446,398,253,253,1,0,0,8,11,3
446,801,1,1,1,0,1,1,11,3
446,821,4,4,9,2,1,21,11,3
446,829,12,12,1,1,1,0,11,3
446,395,12,12,1,0,1,1,7,2
446,708,23,23,1,1,1,0,7,2
446,783,12,12,1,0,1,0,7,2
446,840,12,12,1,0,0,18,7,2
446,822,21,21,8,1,1,5,7,2
446,829,12,12,1,1,5,7,7,2
446,825,12,12,1,0,0,0,7,2
446,841,12,12,1,1,1,0,7,2
446,821,60,60,1,0,1,1,7,2
446,668,10,10,1,2,1,1,1,1
446,808,20,20,9,1,1,14,4765,1
446,668,36,36,9,1,1,7,5855,1
446,708,46,46,1,1,1,12,52,1
446,395,12,12,1,1,1,5,190,1
446,798,40,40,5,0,1,15,5856,1
446,821,31,31,9,0,1,1,1,1
446,746,4,4,1,1,1,7,213,1
446,785,12,12,19,0,1,19,5857,1
446,811,24,24,0,1,1,0,491,1
446,824,102,102,5,1,1,0,66,1
446,531,47,47,8,0,1,5,1229,1
446,838,4,4,18,1,1,8,29,1
446,382,4,4,8,0,1,1,5858,1
446,708,15,15,1,1,1,0,28,1
446,808,23,23,1,1,1,14,117,1
446,832,44,44,6,1,1,5,5859,1
446,822,20,20,2,0,1,1,1,1
446,756,0,0,0,1,1,12,5860,1
446,749,68,68,6,1,1,0,611,1
446,328,1,1,21,1,1,0,5861,1
446,838,16,16,8,1,1,7,5862,1
446,736,10,10,11,1,1,0,629,1
446,849,44,44,9,0,1,1,1,1
446,826,145,145,1,1,2,10,935,1
446,821,145,145,5,1,1,12,281,1
446,811,68,68,0,0,1,0,660,1
446,750,1,1,11,0,1,0,254,1
446,825,68,68,17,1,1,5,52,1
446,784,28,28,8,1,1,0,110,1
446,826,10,10,1,0,1,15,314,1
446,796,12,12,2,1,1,12,5863,1
446,825,99,99,6,1,1,0,18,1
446,789,40,40,8,1,0,16,5864,1
446,818,68,68,9,1,1,5,873,1
446,849,7,7,10,1,1,12,5865,1
446,818,119,119,8,1,1,6,5866,1
446,599,133,133,8,0,1,0,1649,1
446,668,20,20,1,1,1,0,674,1
446,395,60,60,1,0,0,6,5867,1
446,796,8,8,0,0,1,1,1,1
446,827,81,81,7,1,1,7,33,1
446,841,78,78,8,0,0,12,5868,1
446,823,32,32,2,1,1,12,25,1
446,808,4,4,7,1,1,0,6,1
446,750,8,8,2,0,1,0,4757,1
446,841,48,48,10,1,1,0,911,1
446,802,50,50,9,1,1,0,5869,1
446,824,60,60,11,0,0,1,1,1
446,395,51,51,6,0,1,1,1,1
446,849,39,39,17,1,1,5,52,1
446,825,8,8,10,0,1,1,1,1
446,395,66,66,7,1,1,0,4717,1
446,796,3,3,0,1,1,12,122,1
446,827,12,12,9,0,1,1,5870,1
446,608,9,9,7,0,0,6,5871,1
446,829,78,78,0,1,1,7,5872,1
446,714,8,8,5,1,1,5,46,1
446,784,4,4,1,1,1,0,420,1
446,456,92,92,1,1,0,5,59,1
446,700,48,48,6,1,0,5,252,1
446,776,11,11,5,0,1,1,1,1
446,742,0,0,0,1,0,7,1682,1
446,811,47,47,1,1,0,7,911,1
446,328,74,74,6,1,1,0,3746,1
446,668,50,50,9,0,1,5,740,1
446,746,43,43,2,0,0,1,1,1
446,829,23,23,1,0,1,0,156,1
446,731,130,130,1,0,1,1,1,1
446,830,34,34,1,1,1,12,5873,1
446,750,23,23,9,0,1,1,1,1
446,716,31,31,1,1,1,12,2936,1
446,821,133,133,1,0,1,1,46,1
447,817,10,10,11,0,1,0,2534,0
447,798,23,23,9,0,1,1,1065,0
447,681,100,100,9,0,0,6,418,0
447,750,90,90,11,1,1,7,1427,0
447,849,4,4,1,0,0,8,5874,0
447,789,3,3,12,0,1,10,5875,0
447,684,78,78,5,0,1,1,3,0
447,787,16,16,6,1,1,0,854,0
447,827,138,138,1,1,0,8,5876,0
447,789,20,20,1,0,0,1,66,0
447,849,4,4,6,0,1,0,5877,0
447,841,88,88,9,0,0,7,39,0
447,752,23,23,9,0,1,15,651,0
447,768,0,0,10,1,1,0,1091,0
447,824,10,10,11,0,1,1,816,0
447,750,66,66,8,1,1,2,1381,0
447,817,44,44,9,1,1,0,28,0
447,848,46,46,40,0,0,3,77,0
447,815,6,6,1,1,1,7,63,0
447,841,60,60,1,1,1,15,1563,0
447,753,23,23,2,0,1,5,52,0
447,796,12,12,15,1,1,5,52,0
447,849,10,10,0,1,1,0,5878,0
447,395,38,38,1,1,1,14,2256,0
447,796,99,99,9,1,1,0,50,0
447,841,135,135,1,0,0,0,252,0
447,848,1,1,14,1,1,0,2096,0
447,823,23,23,9,1,1,15,1777,0
447,834,35,35,2,0,1,1,639,0
447,840,32,32,8,0,1,0,59,0
447,818,181,181,0,1,1,0,5879,0
447,825,68,68,1,1,1,5,46,0
447,731,145,145,2,1,1,0,5880,0
447,851,18,18,1,1,1,15,28,0
447,783,24,24,2,0,1,0,5881,0
447,821,39,39,17,0,1,1,46,0
447,801,8,8,10,1,1,11,5882,0
447,720,23,23,1,1,1,5,258,0
447,789,58,58,8,0,1,1,33,0
447,831,35,35,6,0,1,1,3983,0
447,821,2,2,6,1,0,7,5883,0
447,784,10,10,11,0,1,15,5884,0
447,823,34,34,6,1,1,8,701,0
447,816,6,6,9,1,1,5,694,0
447,825,8,8,8,0,1,1,5885,0
447,779,60,60,26,0,1,1,973,0
447,395,81,81,8,0,1,15,153,0
447,750,179,179,0,1,1,12,2522,0
447,841,23,23,11,1,1,15,5886,0
447,383,46,46,1,0,1,0,164,0
447,742,23,23,7,1,1,8,2460,0
447,14,68,68,1,1,1,11,3117,0
447,841,9,9,9,0,1,1,122,0
447,838,1,1,6,0,1,12,122,0
447,819,8,8,10,0,1,1,37,0
447,825,1,1,27,0,1,1,28,0
447,746,139,139,5,1,1,0,387,0
447,819,0,0,0,0,1,5,539,0
447,815,8,8,10,0,1,0,4160,0
447,830,3,3,0,0,1,15,5887,0
447,822,14,14,9,1,1,0,63,0
447,785,6,6,5,0,1,15,925,0
447,607,62,62,1,0,1,1,1308,0
447,357,130,130,42,1,1,9,226,0
447,704,23,23,18,1,1,0,213,0
447,823,79,79,52,0,0,8,66,0
447,823,10,10,17,0,1,0,54,0
447,757,42,42,10,1,1,7,252,0
447,798,39,39,0,0,0,18,664,0
447,257,146,146,8,0,1,0,5888,0
447,816,1,1,27,1,1,0,5889,0
447,834,26,26,0,1,1,14,5890,0
447,798,65,65,0,1,1,0,3616,0
447,731,66,66,1,1,1,0,1,0
447,768,66,66,8,0,1,0,2109,0
447,834,88,88,6,0,1,0,18,0
447,824,20,20,13,1,0,0,1,0
447,849,23,23,9,1,1,0,2611,0
447,831,57,57,9,1,1,5,1958,0
447,742,9,9,9,0,1,0,63,0
447,787,9,9,11,1,1,5,1,0
447,817,58,58,6,1,1,11,585,0
447,314,51,51,6,0,1,7,3059,0
447,832,4,4,19,1,1,18,251,0
447,821,9,9,9,0,1,1,50,0
447,852,21,21,8,1,1,0,896,0
447,793,139,139,10,0,1,0,1102,0
447,821,28,28,0,0,1,3,5891,0
447,817,46,46,18,0,1,0,29,0
447,668,135,135,1,0,1,1,17,0
447,849,11,11,1,0,1,0,122,0
447,750,39,39,1,0,1,5,1,0
447,819,57,57,5,1,1,5,59,0
447,619,8,8,11,0,1,0,231,0
447,742,254,254,0,0,1,6,5892,0
447,808,58,58,6,1,1,0,127,0
447,819,59,59,1,1,1,5,2652,0
447,395,23,23,2,1,1,5,5893,0
447,849,20,20,9,0,1,1,5894,0
447,742,68,68,1,1,1,1,682,0
447,742,8,8,6,0,1,0,46,0
447,808,111,111,9,1,1,0,3208,0
447,779,60,60,5,1,1,0,5895,0
447,786,31,31,9,1,1,15,28,0
447,834,145,145,1,0,1,5,1844,0
447,668,12,12,9,0,1,0,18,0
447,796,40,40,1,1,0,7,491,0
447,829,46,46,8,1,1,0,5896,0
447,838,34,34,6,0,1,15,3172,0
447,395,37,37,5,0,1,0,59,0
447,180,41,41,2,1,1,0,214,0
447,785,113,113,5,1,1,11,66,0
447,395,14,14,10,0,1,0,5897,0
447,796,38,38,2,1,1,5,5898,0
447,754,1,1,11,1,1,0,5899,0
447,328,141,141,2,0,1,0,52,0
447,702,23,23,2,1,1,0,5900,0
447,785,74,74,1,1,1,8,33,0
447,815,55,55,8,1,1,12,5901,0
447,851,145,145,1,1,1,5,252,0
447,395,28,28,9,1,1,11,435,0
447,841,4,4,5,1,1,7,5902,0
447,789,83,83,8,1,1,11,618,0
447,849,31,31,9,1,1,0,5903,0
447,834,0,0,0,1,1,12,5904,0
447,767,49,49,1,1,1,0,5905,0
447,746,8,8,11,1,1,0,5906,0
447,824,41,41,1,0,1,5,52,0
447,829,7,7,9,1,1,8,651,0
447,823,36,36,9,0,1,15,28,0
447,798,55,55,8,1,0,0,5907,0
447,827,39,39,8,1,1,15,5908,0
447,735,0,0,2,1,1,5,5909,0
447,829,6,6,5,1,1,7,5910,0
447,678,61,61,1,0,1,0,448,0
447,841,14,14,6,1,1,0,5911,0
447,783,38,38,2,0,1,15,1921,0
447,830,39,39,8,1,1,0,16,0
447,841,7,7,9,1,1,0,251,0
447,643,81,81,0,1,1,0,5912,0
447,796,23,23,1,0,1,0,18,0
447,823,25,25,5,0,1,1,1,0
447,824,68,68,9,0,1,1,63,0
447,709,3,3,1,0,1,15,183,0
447,838,28,28,1,1,1,0,1950,0
447,632,33,33,1,1,1,0,466,0
447,755,12,12,1,0,1,14,3580,0
447,852,8,8,8,1,1,0,4904,0
447,793,0,0,0,0,1,1,748,0
447,830,31,31,9,0,1,1,92,0
447,828,3,3,1,0,1,1,202,0
447,824,132,132,8,0,0,8,3654,0
447,849,116,116,1,1,1,5,119,0
447,643,22,22,1,0,1,0,28,0
447,824,47,47,11,1,0,2,330,0
447,840,32,32,1,0,0,6,185,0
447,832,60,60,11,0,1,0,5913,0
447,750,50,50,41,1,1,0,40,0
447,821,23,23,2,1,1,0,85,0
447,742,8,8,1,0,1,1,40,0
447,840,147,147,11,0,1,1,308,0
447,785,31,31,14,0,1,0,5914,0
447,848,41,41,1,1,1,0,129,0
447,848,31,31,1,1,0,11,18,0
447,840,10,10,0,0,0,8,5915,0
447,395,46,46,8,1,1,0,50,0
447,841,48,48,1,1,1,5,1609,0
447,742,46,46,9,1,1,7,5916,0
447,653,54,54,1,1,1,15,2220,0
447,263,31,31,2,0,1,1,672,0
447,818,65,65,1,0,1,0,5917,0
447,826,42,42,1,1,1,15,28,0
447,831,90,90,1,1,1,5,5918,0
447,830,37,37,13,1,1,0,5919,0
447,841,10,10,2,1,1,5,5920,0
447,742,50,50,9,0,1,0,1123,0
447,811,82,82,9,0,0,1,1,0
447,779,12,12,53,0,1,26,5921,0
447,716,15,15,2,0,0,0,503,0
447,779,4,4,1,1,1,18,5922,0
447,532,62,62,27,3,2,13,5923,0
447,823,59,59,7,0,1,7,7,2
447,754,37,37,9,1,0,7,7,2
447,554,12,12,1,1,5,0,11,2
447,834,19,19,6,1,1,11,11,2
447,848,138,138,11,1,0,7,11,2
447,815,1,1,14,1,1,14,11,2
447,817,14,14,2,1,1,0,11,2
447,824,56,56,5,1,1,11,11,2
447,821,12,12,0,1,1,16,7,2
447,736,246,246,5,1,1,7,11,2
447,825,35,35,6,1,1,11,11,2
447,826,11,11,9,1,1,5,11,2
447,821,40,40,1,1,1,1,7,2
447,395,65,65,2,1,1,7,7,2
447,841,31,31,1,0,1,1,7,2
447,826,9,9,2,1,1,0,7,2
447,821,46,46,8,1,0,6,11,2
447,717,59,59,1,0,1,1,7,2
447,829,10,10,2,1,1,5,7,2
447,818,31,31,2,1,1,0,11,2
447,14,68,68,1,1,1,0,7,2
447,702,12,12,2,1,1,2,7,2
447,828,31,31,1,1,1,7,11,2
447,668,23,23,1,1,1,0,7,2
447,849,8,8,1,1,1,7,11,2
447,742,0,0,7,0,1,15,7,2
447,727,61,61,2,0,1,1,7,2
447,516,139,139,2,1,1,0,11,2
447,802,16,16,1,1,1,15,7,2
447,818,68,68,8,1,1,5,11,2
447,824,120,120,6,1,1,7,11,2
447,821,63,63,7,0,1,1,11,2
447,853,147,147,1,0,0,8,11,2
447,746,147,147,2,1,0,5,11,2
447,830,147,147,14,1,0,7,11,2
447,822,62,62,1,1,1,5,11,2
447,826,8,8,19,1,1,5,11,3
447,818,49,49,11,1,1,14,11,3
447,728,73,73,9,0,1,0,11,3
447,817,20,20,1,0,1,14,11,3
447,848,64,64,19,0,1,0,11,3
447,815,4,4,11,1,1,5,11,3
447,828,81,81,5,1,1,0,11,3
447,742,31,31,9,1,1,0,11,3
447,789,59,59,7,1,1,0,11,3
447,808,46,46,1,0,1,15,11,3
447,357,6,6,1,1,1,8,11,3
447,822,0,0,0,1,1,0,11,3
447,815,61,61,6,0,1,1,11,3
447,831,0,0,20,1,0,7,11,3
447,698,46,46,8,0,1,5,11,3
447,822,46,46,1,1,1,0,11,3
447,709,76,76,9,1,1,5,11,3
447,841,32,32,1,1,1,18,11,3
447,822,145,145,2,1,1,18,11,3
447,675,0,0,2,1,1,0,11,3
447,817,6,6,5,1,1,0,11,3
447,729,49,49,11,1,1,0,11,3
447,798,59,59,25,1,1,0,11,3
447,848,8,8,10,1,1,2,11,3
447,808,44,44,9,1,1,0,11,3
447,824,44,44,0,1,1,0,11,3
447,824,39,39,8,1,1,7,11,3
447,746,88,88,9,1,1,26,11,3
447,395,3,3,7,1,1,15,11,3
447,283,46,46,9,0,1,0,11,3
447,394,0,0,0,1,1,0,11,3
447,668,21,21,5,1,1,0,11,3
447,816,12,12,1,0,1,5,11,3
447,657,31,31,14,1,1,12,11,3
447,841,0,0,36,0,1,15,11,3
447,841,33,33,5,0,1,0,11,3
447,818,48,48,13,0,1,5,11,3
447,826,6,6,5,1,1,5,11,3
447,828,24,24,2,1,1,11,11,3
447,822,66,66,7,1,1,18,11,3
447,849,145,145,2,1,0,7,11,3
447,841,79,79,2,0,1,0,11,3
447,819,48,48,11,1,1,6,11,3
447,821,0,0,2,1,1,8,11,3
447,719,11,11,5,1,1,7,11,3
447,831,73,73,11,0,1,0,11,3
447,817,0,0,11,1,1,5,11,3
447,796,62,62,0,1,1,8,11,2
447,804,175,175,11,0,1,5,11,3
447,824,34,34,2,1,1,7,11,3
447,742,12,12,7,1,1,11,11,3
447,827,40,40,5,1,1,5,11,3
447,750,138,138,25,1,1,0,11,3
447,767,39,39,8,1,0,11,11,3
447,815,0,0,6,0,1,0,11,3
447,841,81,81,0,1,1,0,11,3
447,643,119,119,14,0,1,0,11,3
447,742,31,31,0,1,1,12,11,3
447,849,48,48,1,1,0,11,11,3
447,832,60,60,21,0,1,19,11,3
447,841,89,89,1,1,1,12,11,3
447,785,64,64,10,1,1,12,11,3
447,607,10,10,1,0,1,0,11,3
447,817,15,15,11,0,1,1,11,3
447,553,49,49,26,0,1,15,11,3
447,848,20,20,46,1,1,6,11,3
447,815,41,41,2,0,1,1,11,3
447,832,32,32,5,0,0,10,11,3
447,818,8,8,1,1,1,0,11,3
447,818,6,6,5,0,1,15,11,3
447,654,6,6,5,1,1,5,45,3
447,818,139,139,2,1,1,12,11,3
447,789,39,39,8,0,1,15,11,3
447,849,33,33,1,0,1,1,11,3
447,825,28,28,1,0,1,6,11,3
447,831,70,70,1,1,1,15,11,3
447,853,20,20,13,1,0,6,11,3
447,838,31,31,9,1,1,0,11,3
447,834,8,8,8,1,1,0,11,3
447,853,46,46,8,0,1,15,11,3
447,801,10,10,11,0,1,1,11,3
447,808,3,3,2,1,1,7,11,3
