a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
33,2,4289,10,10,1,3,1,2,0,38,0,16,21,1
27,1,4290,5,5,4,2,3,0,0,1,0,3,0,0
50,5,4291,8,8,1,11,1,0,0,1,0,27,0,0
31,2,3694,1,1,0,6,0,0,0,1,0,0,0,0
23,2,4292,5,5,1,0,2,0,1,1,0,27,10,1
10,2,4293,15,15,1,6,1,0,0,1,0,4,0,0
21,2,4294,5,5,0,0,3,0,0,1,0,9,0,0
19,2,4295,12,12,1,7,1,0,0,1,17,0,0,1
33,2,4296,8,8,3,4,4,0,1,1,0,6,0,0
30,2,4297,5,5,1,10,1,1,0,57,0,0,0,0
4,2,4298,6,6,0,3,3,0,0,1,0,0,26,0
34,2,4299,6,6,1,6,1,0,0,1,0,0,0,1
13,1,4300,5,5,1,6,1,0,0,1,0,8,0,0
48,0,4301,12,12,2,4,0,1,1,1,0,0,0,0
10,4,4064,0,0,0,3,0,1,0,2,0,3,4,1
29,1,1580,5,5,0,6,3,0,0,1,0,30,0,0
50,1,4302,1,1,1,1,1,0,0,7,0,8,0,1
26,2,4303,8,8,0,4,5,0,0,1,0,17,5,0
19,2,4304,4,4,6,4,4,1,1,1,0,0,0,0
18,4,4305,5,5,1,4,1,0,0,1,0,0,0,0
23,2,4306,4,4,1,0,1,1,0,3,0,0,0,1
10,2,3987,1,1,1,7,1,0,0,1,0,0,0,0
39,2,4307,1,1,0,2,0,1,0,1,0,0,2,0
51,2,4308,5,5,0,5,0,0,1,1,0,12,0,0
25,2,4309,5,5,4,5,4,1,1,1,0,7,0,0
8,2,4310,1,1,0,5,3,2,1,1,0,0,0,0
35,2,4311,1,1,1,1,1,0,0,1,0,3,0,0
25,2,4312,1,1,2,3,4,0,1,1,0,14,0,0
10,2,1746,1,1,1,6,1,0,0,4,0,0,0,0
39,2,4313,1,1,1,2,1,0,0,1,0,4,0,1
21,5,4314,4,4,0,11,0,0,1,1,0,13,0,0
5,4,4315,6,6,1,3,2,1,1,38,0,0,4,1
3,2,4316,0,0,1,1,1,0,0,1,0,3,0,1
32,2,1332,5,5,0,4,3,0,1,1,0,0,4,0
2,2,4317,5,5,1,7,1,0,0,12,0,4,0,1
14,2,4318,5,5,0,4,0,0,0,1,0,4,0,0
23,2,4043,0,0,1,5,1,0,0,1,0,10,0,1
39,4,4319,7,7,1,3,1,0,0,1,0,8,0,0
18,2,4320,7,7,1,6,2,0,1,1,0,11,0,0
24,2,4321,1,1,0,2,3,1,0,1,0,0,0,0
18,2,4322,1,1,2,4,4,0,1,1,0,6,0,0
23,2,4323,1,1,1,3,1,3,0,1,0,39,0,0
41,2,4324,2,2,0,8,3,0,0,1,0,3,0,0
1,2,4048,1,1,1,1,1,0,0,1,0,3,0,0
2,4,4325,0,0,1,3,1,0,0,1,0,4,0,1
39,2,4326,5,5,1,6,1,0,0,12,0,4,0,1
34,2,4327,1,1,1,5,1,0,0,1,0,7,4,0
15,2,4328,0,0,0,5,0,0,1,21,0,4,0,0
45,2,4329,1,1,1,6,1,0,0,1,0,0,0,0
57,1,4330,5,5,1,1,1,0,0,1,0,33,0,0
12,2,4331,1,1,1,10,1,0,0,1,0,8,0,1
41,2,4332,2,2,0,5,3,0,0,1,0,9,0,0
43,2,4333,1,1,1,6,1,0,0,1,0,16,0,0
13,0,4334,9,9,0,3,0,1,1,1,0,0,0,0
26,2,2465,1,1,0,1,5,0,1,1,0,0,0,0
0,2,4335,0,0,1,1,1,0,0,7,0,4,0,1
18,1,4336,5,5,1,1,1,0,0,1,0,3,0,0
31,2,4337,7,7,1,3,1,0,0,1,0,0,0,0
37,3,4338,6,6,0,7,0,1,0,1,0,0,0,0
22,2,4339,6,6,0,0,0,0,1,1,0,0,0,0
14,5,4340,5,5,1,11,2,0,1,1,0,9,0,1
49,4,4341,3,3,0,3,3,0,0,1,0,0,0,0
23,2,4342,1,1,4,9,4,1,1,1,0,12,0,0
22,5,4343,5,5,0,11,3,0,1,1,0,0,0,0
8,2,4344,5,5,1,6,1,0,0,1,0,0,0,0
31,2,4345,1,1,0,10,3,1,0,1,0,0,0,0
20,2,4346,0,0,1,0,1,0,0,1,0,6,10,0
42,1,4347,5,5,2,10,0,0,1,1,0,30,0,1
51,2,4348,5,5,0,10,3,0,0,1,0,9,0,0
34,2,4349,5,5,1,6,1,0,0,7,0,3,0,1
12,4,4350,1,1,1,4,1,0,0,1,0,0,0,0
4,2,4351,1,1,1,5,1,0,0,1,0,0,0,0
37,2,4352,8,8,0,4,5,0,0,1,0,7,27,0
11,2,4353,4,4,3,6,0,0,0,1,0,0,5,0
19,2,4354,12,12,1,6,1,0,0,1,0,0,0,0
51,2,4355,15,15,0,6,5,4,0,1,0,17,27,0
35,2,4356,12,12,0,2,0,0,0,1,0,0,0,0
32,2,4357,1,1,0,5,3,0,1,1,0,12,0,0
39,2,2022,4,4,2,2,0,0,0,1,0,20,0,0
52,1,4358,7,7,1,7,2,0,1,1,0,12,11,1
13,2,4359,1,1,2,9,4,0,1,1,0,17,5,0
25,2,4360,1,1,1,8,1,0,0,1,0,15,0,0
37,1,4361,12,12,1,6,1,0,0,1,0,17,0,0
21,2,4362,5,5,0,4,3,0,0,1,0,9,0,0
2,2,4363,0,0,1,3,1,0,0,1,0,4,0,1
51,2,4364,5,5,2,6,0,0,0,1,0,15,0,0
23,3,4365,7,7,1,12,1,0,0,73,0,0,0,0
22,2,4366,5,5,0,0,3,0,1,1,0,9,0,0
12,3,4367,1,1,2,6,4,0,0,1,0,0,0,0
24,2,1033,5,5,0,2,3,0,1,1,0,1,0,0
24,2,4368,1,1,0,0,0,0,0,1,0,0,0,0
2,0,4369,1,1,0,4,4,1,1,80,0,14,0,0
14,2,1746,1,1,1,6,1,0,0,1,34,4,0,1
34,2,4370,13,13,6,4,4,4,1,1,0,6,5,0
0,2,4371,0,0,2,1,0,0,1,1,0,13,0,0
36,1,4372,1,1,6,4,0,0,1,1,0,27,0,0
52,5,4373,0,0,1,11,1,0,0,1,0,39,0,1
27,2,4374,1,1,0,5,3,0,0,1,0,0,24,0
8,2,4375,5,5,1,6,1,0,0,5,0,31,0,0
5,1,4376,0,0,1,5,1,2,0,57,0,73,37,0
11,2,4377,1,1,0,6,5,0,0,1,0,0,0,0
8,2,4378,5,5,1,7,1,0,0,1,37,3,25,0
31,2,4379,0,0,1,3,1,0,0,1,0,0,0,1
24,0,1784,0,0,0,3,3,0,1,1,0,15,0,0
62,5,4380,5,5,6,11,0,0,1,1,0,9,0,0
42,4,4381,1,1,2,4,4,0,1,1,0,14,0,0
16,2,4382,1,1,2,6,5,0,0,1,0,0,0,0
11,2,4383,8,8,0,8,4,4,0,1,0,26,5,0
31,2,4384,1,1,0,0,4,0,0,1,0,7,5,0
24,2,4385,7,7,0,4,5,0,1,1,0,0,5,0
24,2,4386,5,5,0,5,0,0,0,1,0,29,0,0
15,2,4387,1,1,1,1,1,0,0,12,0,65,0,1
31,2,4388,5,5,0,9,3,0,0,1,0,3,0,0
15,0,4389,5,5,0,7,0,1,0,1,0,0,0,0
39,3,4390,1,1,0,1,0,0,1,1,0,0,0,0
39,2,4391,0,0,0,3,0,0,0,1,0,0,0,1
8,2,4392,9,9,0,3,0,0,1,1,0,25,0,0
10,4,4393,3,3,1,3,1,0,0,1,5,3,0,1
42,2,4394,0,0,1,5,1,0,0,1,0,0,0,0
35,2,4395,15,15,0,1,0,0,0,28,0,4,0,0
33,5,4396,1,1,6,11,4,0,1,1,0,0,0,0
4,2,4397,0,0,0,5,0,0,0,24,0,0,0,1
9,2,430,3,3,1,3,1,0,0,1,0,0,0,1
49,2,2318,6,6,2,1,4,0,0,1,0,16,11,0
57,4,4398,0,0,2,3,0,1,1,1,0,0,0,0
55,6,4399,5,5,1,5,1,0,0,1,0,7,0,1
11,2,4400,0,0,1,3,1,0,0,1,0,0,0,0
52,5,4401,1,1,1,11,1,0,0,1,0,19,0,0
33,2,4402,8,8,1,6,1,1,0,1,0,8,0,1
1,6,4403,1,1,2,1,4,0,1,1,0,0,0,0
44,5,4404,0,0,1,11,1,0,0,1,0,40,0,0
12,1,4405,0,0,1,6,1,0,0,1,0,0,0,0
5,3,4406,5,5,1,9,1,0,0,1,0,0,0,0
8,2,4407,1,1,0,6,4,0,0,6,0,0,0,1
40,2,4408,12,12,6,5,4,1,1,1,0,30,0,0
17,2,4409,0,0,2,5,0,1,1,1,0,8,0,0
12,3,3342,0,0,1,3,1,0,0,1,0,0,0,1
8,2,4410,5,5,0,0,0,0,1,1,0,10,0,0
8,3,4411,0,0,2,12,0,0,0,1,0,4,0,1
55,1,4412,10,10,2,3,0,0,0,1,52,0,0,0
10,2,4413,1,1,1,9,1,0,0,1,0,8,39,1
58,5,4414,1,1,1,11,1,0,0,1,0,0,0,0
26,2,4415,5,5,0,3,3,0,1,1,0,33,0,0
13,3,4416,3,3,1,10,1,2,0,1,3,0,13,1
51,0,4417,5,5,0,6,0,0,1,1,0,0,0,0
32,2,2934,2,2,0,4,3,0,1,1,0,39,0,0
14,4,4047,1,1,1,4,1,0,0,1,0,4,0,0
48,4,4418,5,5,2,4,5,0,1,81,0,0,4,1
29,1,4419,5,5,0,8,3,0,0,1,0,8,0,0
10,2,4420,6,6,0,10,0,0,1,1,0,0,0,0
35,1,4421,0,0,0,6,3,0,0,1,0,0,0,0
8,2,2692,5,5,1,3,1,0,0,1,0,4,0,1
24,2,4422,5,5,0,5,0,0,0,1,0,9,0,0
4,5,4423,8,8,2,11,3,0,0,1,0,65,0,0
11,2,4424,1,1,0,5,3,2,0,1,0,0,0,0
6,2,4425,3,3,1,1,1,0,0,7,0,4,0,1
0,1,1935,0,0,4,6,3,0,0,1,0,7,0,0
38,5,4426,0,0,1,11,1,0,0,29,0,8,0,1
21,2,4427,5,5,0,2,3,0,0,1,0,2,0,0
10,2,4428,6,6,1,1,1,0,0,1,34,4,0,1
15,2,4429,5,5,0,6,5,2,1,1,0,0,17,0
27,2,4430,1,1,0,7,3,2,0,1,0,6,4,0
34,2,4431,1,1,1,9,1,0,0,1,0,0,0,0
5,2,3707,3,3,1,3,1,0,0,1,0,3,0,0
30,3,2294,1,1,1,4,1,0,0,1,0,0,0,0
13,1,4432,5,5,1,3,1,0,0,1,0,9,0,0
29,2,4433,1,1,2,0,4,0,1,1,0,0,0,0
12,2,4434,1,1,1,9,1,0,0,1,0,0,0,0
50,2,4435,1,1,1,2,1,1,0,1,0,9,0,1
25,2,4436,1,1,1,9,1,0,0,1,0,17,0,0
14,2,2692,0,0,1,1,1,0,0,1,0,0,0,0
31,2,4437,7,7,0,0,3,1,1,1,0,0,0,0
34,6,4438,0,0,1,5,1,0,0,1,0,4,0,1
35,4,4439,1,1,0,7,0,2,0,1,0,0,0,0
19,4,4440,0,0,0,0,0,0,0,1,0,14,0,0
31,2,4441,15,15,1,7,1,0,0,1,0,0,5,0
1,5,4442,3,3,0,11,0,0,0,1,0,0,0,0
15,2,4443,1,1,1,9,1,0,0,1,0,0,0,0
37,2,4444,6,6,0,4,0,2,1,1,0,7,13,0
25,2,4445,1,1,1,8,1,0,0,1,0,20,0,0
49,3,4096,9,9,0,3,0,0,1,1,8,20,0,1
35,2,2279,1,1,2,7,0,0,0,24,0,3,0,1
9,4,684,2,2,2,5,4,0,0,78,0,4,7,1
6,0,4446,0,0,1,0,1,0,0,1,0,0,0,1
39,2,4447,5,5,0,10,3,0,0,1,0,9,0,0
13,2,4448,0,0,2,5,0,0,0,1,8,8,0,1
51,2,4449,0,0,0,3,0,0,1,1,0,0,0,0
62,5,4450,1,1,2,11,0,0,1,1,0,0,0,1
19,2,4451,1,1,1,9,1,0,0,1,0,6,14,0
10,2,4452,1,1,0,0,3,0,1,1,0,0,0,0
8,4,4453,6,6,1,0,2,0,1,1,0,7,0,0
10,2,4413,0,0,1,1,1,0,0,1,0,4,0,1
37,2,4454,0,0,0,1,0,0,1,1,0,0,0,0
22,5,4455,5,5,0,11,3,0,1,1,0,2,0,0
20,2,4456,6,6,2,0,4,0,1,22,0,0,0,0
27,2,4457,1,1,1,9,1,0,0,1,0,0,0,0
33,2,4458,0,0,2,5,4,0,1,1,0,4,0,0
49,2,4459,0,0,0,3,0,1,0,1,0,7,0,0
14,2,4460,1,1,1,6,1,0,0,1,0,3,0,0
33,2,4402,1,1,2,4,4,1,0,1,0,46,0,0
33,2,1924,5,5,1,0,1,0,0,1,0,11,0,1
22,2,4461,5,5,0,0,4,2,1,1,0,0,37,0
14,6,4462,1,1,1,6,1,0,0,1,0,38,4,1
8,2,4463,2,2,2,4,0,0,1,1,0,0,0,0
9,2,4464,7,7,2,4,4,0,1,1,0,19,0,0
7,2,4465,11,11,3,6,5,0,0,1,0,0,5,0
20,2,4466,1,1,6,0,0,0,1,1,0,0,0,0
3,2,4105,1,1,1,6,1,0,0,1,0,0,0,1
51,2,4467,5,5,1,5,1,0,0,1,0,4,0,1
64,2,4468,5,5,2,0,0,0,1,1,0,9,0,0
4,5,1910,12,12,0,11,4,1,1,1,0,0,0,0
28,3,4469,5,5,2,3,0,0,0,1,0,17,0,1
14,2,4470,1,1,0,0,0,0,1,1,0,0,0,0
8,5,4471,12,12,1,11,1,0,0,1,0,0,0,0
27,2,4472,7,7,0,10,4,1,1,1,0,0,0,0
22,2,1517,1,1,0,4,4,0,0,1,30,0,0,0
47,3,4473,5,5,2,0,5,1,1,82,0,0,0,0
52,2,4474,1,1,4,5,0,0,1,1,0,19,0,0
5,3,4475,5,5,1,6,1,0,0,1,0,0,0,0
15,2,4476,8,8,0,2,4,0,0,1,0,0,0,0
35,3,4477,1,1,1,0,1,0,0,1,0,0,0,0
23,2,4478,6,6,1,6,1,0,0,1,0,0,0,0
14,2,4479,5,5,1,1,1,0,0,1,0,8,0,1
8,2,4480,0,0,4,1,0,0,1,1,0,20,0,0
33,1,4481,0,0,1,8,1,0,0,1,0,8,0,0
52,1,4482,1,1,1,6,1,0,0,1,0,29,0,1
54,2,4483,0,0,1,1,1,0,0,1,0,27,0,0
16,4,9,5,5,1,12,1,0,0,1,0,0,0,0
32,2,4484,1,1,0,2,3,0,0,1,0,0,0,0
15,2,4485,0,0,0,10,0,2,1,1,53,0,13,0
22,2,4486,1,1,0,0,3,0,1,1,0,0,0,0
12,2,4487,1,1,0,5,0,0,1,1,0,4,0,0
28,6,2597,0,0,1,1,1,0,0,1,0,9,0,0
16,2,4488,5,5,1,7,1,0,0,1,0,8,0,1
32,1,4489,1,1,0,8,5,0,0,1,0,0,0,0
30,4,4490,0,0,4,3,4,1,1,1,0,0,0,0
25,2,4491,1,1,0,9,5,0,0,1,0,0,24,0
18,2,4492,1,1,1,7,1,0,0,3,0,61,0,1
30,0,4493,7,7,1,1,1,0,0,1,0,0,0,0
11,2,4494,1,1,0,6,3,1,1,1,54,9,0,0
12,0,670,0,0,1,12,1,0,0,1,5,3,0,1
39,2,4495,1,1,0,6,3,0,0,1,0,0,25,0
50,2,4496,1,1,1,9,1,0,0,1,0,0,0,0
24,2,4497,5,5,0,5,5,0,0,1,0,31,0,0
39,2,4498,5,5,2,4,0,0,1,1,0,4,0,0
9,1,4499,10,10,1,3,1,0,0,1,0,14,0,1
15,2,4500,1,1,0,0,3,0,1,1,0,0,0,0
0,2,4045,1,1,1,3,1,0,0,1,0,4,0,1
18,2,1039,0,0,1,5,1,0,0,1,0,3,0,1
1,2,4501,5,5,1,0,2,0,1,1,3,14,0,1
6,4,4502,3,3,1,1,1,0,0,1,0,4,0,1
15,4,4503,0,0,0,3,3,0,0,1,0,0,0,0
33,3,4504,5,5,2,0,4,1,1,1,0,0,0,0
34,2,4505,5,5,1,1,2,0,1,1,0,0,0,1
9,0,4506,6,6,2,3,0,1,0,1,0,0,0,0
5,2,4507,2,2,0,7,0,0,0,1,0,8,0,1
15,2,4032,0,0,0,6,0,0,0,1,0,0,5,0
31,2,2963,12,12,1,6,1,0,0,4,0,0,0,0
51,2,4508,5,5,0,5,0,0,0,1,0,3,0,0
51,5,4509,5,5,0,11,4,0,1,1,0,0,0,0
23,6,3533,0,0,1,1,1,0,0,1,0,0,0,1
14,2,4510,1,1,4,1,4,0,1,1,0,6,0,0
39,3,4511,6,6,0,0,4,1,1,1,0,0,0,0
16,2,4512,0,0,1,1,1,0,0,1,0,0,0,1
4,2,4513,1,1,1,6,1,0,0,1,0,3,0,0
49,1,2739,5,5,1,8,1,0,0,1,0,35,0,0
26,2,4514,5,5,0,4,0,0,1,1,0,7,0,0
11,2,4515,6,6,0,4,3,0,1,1,0,7,0,0
10,2,4516,1,1,0,10,0,0,1,1,0,0,0,0
34,2,4517,3,3,1,1,1,0,0,1,0,3,0,1
2,6,1534,1,1,0,8,0,0,0,1,0,4,0,0
22,2,1217,1,1,0,5,0,0,0,1,0,0,0,0
35,2,4518,0,0,1,3,1,0,0,1,17,4,0,1
5,1,4519,10,10,1,3,1,0,0,38,0,4,0,1
29,4,3803,3,3,0,3,0,0,0,1,13,29,0,0
39,2,4520,1,1,1,6,1,0,0,1,0,0,0,1
23,4,450,0,0,0,1,0,0,0,1,0,0,0,0
33,2,4521,5,5,1,6,1,0,0,1,0,0,0,0
17,2,4522,1,1,1,6,1,2,0,1,3,0,0,1
41,2,4523,12,12,0,4,3,0,0,1,0,6,0,0
16,2,4524,1,1,1,1,2,0,1,1,0,26,23,1
23,2,4525,0,0,6,3,0,0,1,45,0,4,0,1
5,2,4526,5,5,0,0,0,0,1,1,0,0,0,0
29,4,4527,7,7,1,6,1,0,0,1,0,0,0,1
42,4,4528,3,3,6,3,4,0,1,60,0,4,0,0
30,2,4529,1,1,1,9,1,0,0,1,0,17,0,0
11,2,4530,0,0,0,0,3,0,1,0,0,0,0,0
2,2,4531,5,5,0,0,3,1,1,1,0,0,0,0
11,2,4532,0,0,0,2,5,0,1,1,0,0,1,0
18,2,4533,1,1,1,6,1,0,0,12,0,0,0,1
32,2,4534,2,2,0,1,3,0,0,1,0,9,0,0
33,2,4535,7,7,1,4,1,0,0,1,0,0,0,0
15,2,161,5,5,0,3,0,0,1,1,0,39,0,0
30,1,2658,1,1,1,1,1,0,0,1,0,4,0,0
11,2,4536,5,5,0,0,5,2,1,1,0,27,37,0
30,2,4537,1,1,1,0,2,0,1,1,0,0,0,0
51,2,4538,5,5,1,1,1,0,0,5,0,4,0,0
10,4,3419,5,5,0,0,0,0,0,1,0,0,0,0
9,2,4539,5,5,1,5,1,0,0,1,0,0,0,1
18,2,4540,1,1,2,1,4,0,1,1,0,0,0,0
4,5,4541,0,0,0,11,0,0,0,1,0,43,0,0
31,2,4542,5,5,4,10,4,0,1,1,0,0,0,0
26,2,4543,5,5,3,0,3,0,1,1,0,12,0,0
25,0,4544,3,3,2,3,0,0,0,1,0,0,0,1
29,1,4545,1,1,2,7,4,0,0,1,0,8,0,0
14,4,4546,4,4,0,4,3,0,0,1,0,0,0,0
21,2,4547,1,1,0,4,3,0,1,1,0,13,0,0
12,2,4548,5,5,2,6,3,0,0,1,0,0,0,1
8,0,4549,6,6,4,4,4,1,1,1,0,0,0,0
15,2,4550,1,1,1,2,1,0,0,5,0,0,0,0
33,3,4551,1,1,1,0,1,1,0,1,0,0,0,1
34,3,4552,2,2,6,0,0,0,1,1,0,0,0,0
32,2,4553,15,15,0,0,3,0,0,1,0,0,0,0
8,2,4554,5,5,1,0,2,0,1,1,35,9,0,0
4,0,4555,1,1,1,0,3,0,1,1,0,0,0,0
2,2,2804,1,1,1,9,1,0,0,1,0,17,0,1
39,6,460,1,1,1,6,1,0,0,1,0,0,0,1
41,5,3249,12,12,0,11,3,0,1,1,0,12,0,0
30,2,4556,7,7,1,1,1,0,0,1,0,0,0,1
34,2,4557,5,5,1,5,1,0,0,7,0,0,0,1
2,4,4558,5,5,1,3,1,0,0,1,0,11,0,0
27,2,678,0,0,0,5,0,0,0,1,0,8,0,0
6,2,4559,1,1,1,9,1,0,0,1,0,0,0,1
52,3,4560,5,5,2,3,0,3,1,1,0,0,0,0
29,2,4556,0,0,1,5,1,0,0,1,0,8,0,1
58,6,4561,7,7,1,1,1,0,0,1,0,0,0,1
13,2,4562,1,1,1,5,1,0,0,1,0,8,0,1
23,6,3071,5,5,1,1,1,0,0,1,0,4,0,1
6,2,2148,5,5,1,0,1,0,0,1,3,4,0,1
35,2,4563,1,1,2,5,0,0,1,1,0,0,0,0
55,4,4564,1,1,1,4,1,0,0,1,0,39,0,0
30,2,4565,0,0,6,1,4,0,0,1,0,9,0,0
15,2,4566,3,3,4,4,3,0,1,1,0,0,0,0
22,5,4567,5,5,0,11,3,0,1,1,0,7,0,0
52,2,1136,7,7,6,0,0,0,0,1,0,0,0,0
41,4,4568,2,2,0,3,3,0,1,1,0,9,7,0
4,2,4569,6,6,1,1,2,0,1,1,0,2,0,1
8,2,1320,6,6,0,6,3,4,0,1,0,4,0,0
33,2,2190,3,3,0,3,0,0,1,1,0,7,0,0
23,1,4570,5,5,1,7,1,0,0,1,0,3,0,0
49,2,4571,0,0,0,3,0,0,0,1,0,0,0,0
11,2,4572,1,1,0,9,3,1,0,1,0,0,0,0
29,1,4573,3,3,1,1,2,0,1,1,3,8,0,1
14,2,4574,1,1,0,1,5,0,0,1,0,4,0,0
21,2,4575,5,5,0,3,3,0,0,1,0,33,0,0
49,5,4576,1,1,1,11,1,0,0,1,0,0,0,1
34,0,2007,1,1,1,7,1,0,0,1,0,0,0,0
10,2,4577,9,9,1,3,1,2,0,1,12,0,28,1
5,2,4578,12,12,1,8,1,0,0,1,0,7,5,0
20,2,4579,10,10,1,3,1,0,0,1,0,3,0,1
31,2,4580,1,1,1,0,1,0,0,1,0,3,0,0
34,1,4581,3,3,1,6,1,0,0,1,0,4,0,1
42,2,4582,1,1,1,6,1,0,0,1,0,0,0,0
23,2,4583,0,0,2,5,0,0,0,24,0,17,0,1
14,2,4584,1,1,3,2,0,0,0,1,0,0,27,0
23,5,4585,4,4,4,11,3,1,0,1,0,0,0,0
30,2,4586,0,0,0,0,0,0,0,1,0,0,0,0
24,5,4587,5,5,0,11,3,0,0,1,0,9,0,0
14,2,350,10,10,1,3,1,0,0,1,0,4,0,1
37,2,4588,1,1,0,6,3,1,0,1,0,0,0,0
31,2,4589,5,5,0,2,4,1,0,1,0,48,0,0
21,3,4590,15,15,0,4,3,0,1,1,0,6,0,0
33,4,4591,0,0,1,3,1,0,0,1,0,0,0,0
16,6,4592,5,5,1,1,1,0,0,1,0,4,0,1
7,2,4593,7,7,4,1,4,1,1,1,0,8,0,0
39,1,4594,6,6,2,5,0,0,0,1,0,8,0,0
31,2,4595,4,4,1,7,1,0,0,1,0,0,0,0
11,2,377,1,1,1,2,1,0,0,1,0,0,0,0
11,2,4596,5,5,0,1,0,0,0,1,0,0,0,0
0,2,4597,0,0,1,1,1,0,0,1,0,8,0,0
16,2,4598,11,11,0,9,4,0,1,1,0,0,5,0
8,2,4599,1,1,1,6,1,0,0,1,0,0,0,1
33,6,4600,1,1,1,6,1,0,0,1,0,0,0,1
51,2,4601,1,1,0,0,0,0,0,1,0,8,0,0
50,4,4602,5,5,0,3,0,0,1,1,0,16,0,0
33,6,4603,10,10,2,3,0,0,0,48,0,4,0,1
42,2,4604,0,0,0,10,5,0,1,1,31,14,0,0
51,2,4605,1,1,1,1,2,0,1,4,0,0,0,0
4,2,4606,1,1,0,9,4,0,1,1,0,0,0,0
35,2,4607,1,1,1,6,1,1,0,1,0,0,0,0
13,2,4608,1,1,1,5,1,0,0,1,0,4,0,0
21,2,4609,2,2,0,4,0,0,0,1,0,0,0,0
58,1,4610,0,0,1,5,1,0,0,32,0,0,0,1
9,2,4611,0,0,1,7,1,0,0,1,0,0,0,0
40,2,4612,4,4,1,12,1,0,0,1,0,1,0,0
11,0,4613,7,7,0,10,0,0,1,1,0,0,0,0
2,1,3207,11,11,0,7,0,0,0,1,0,0,0,0
39,0,4614,3,3,0,3,0,2,0,1,0,6,29,0
25,4,3533,3,3,1,3,1,0,0,1,0,0,0,1
20,2,4615,5,5,2,7,0,0,0,1,0,0,0,1
12,2,4616,1,1,1,9,1,1,0,1,0,0,0,0
29,4,1393,5,5,2,3,4,0,1,1,0,13,0,0
37,2,4617,1,1,2,0,3,1,1,1,0,0,0,0
39,3,4618,5,5,0,1,0,0,0,1,0,4,0,0
24,2,4619,11,11,0,2,0,0,0,1,0,0,5,0
32,5,4620,5,5,0,11,3,0,1,1,0,9,0,0
29,2,4621,1,1,1,6,1,0,0,1,0,0,0,0
9,2,4622,1,1,1,7,1,3,0,1,0,8,0,0
14,2,4623,5,5,0,0,0,0,1,1,0,0,0,0
23,3,4624,1,1,1,0,1,0,0,1,26,0,0,0
28,6,4625,1,1,1,5,1,0,0,1,0,0,1,0
19,4,4626,0,0,1,3,1,0,0,1,0,0,0,1
39,3,1925,5,5,1,1,2,1,1,1,0,0,0,1
7,2,4627,1,1,1,8,1,4,0,1,0,64,5,0
41,2,4628,15,15,0,5,3,0,1,1,0,12,0,0
31,2,4629,1,1,0,4,3,0,0,1,0,6,10,0
58,1,4630,0,0,1,5,1,0,0,1,0,6,0,1
22,2,4368,5,5,0,2,0,0,0,1,0,27,0,0
9,6,4631,10,10,1,3,1,0,0,1,12,4,0,1
1,1,4632,1,1,1,8,1,0,0,1,0,4,0,0
42,2,4633,1,1,1,14,2,0,1,1,0,6,0,0
37,2,4634,6,6,1,0,2,1,1,1,0,13,0,0
4,2,4635,0,0,1,1,1,0,0,1,0,3,0,0
42,2,73,7,7,1,9,1,0,0,1,0,3,0,0
29,3,4636,5,5,1,6,1,0,0,1,0,0,0,0
3,0,4637,5,5,0,12,0,0,1,1,0,0,0,0
11,2,243,1,1,1,6,1,0,0,1,0,0,0,0
15,2,288,1,1,2,0,0,0,1,1,0,0,0,0
29,0,4638,0,0,2,3,0,0,1,1,0,0,0,0
42,2,4639,3,3,1,1,1,0,0,1,12,0,0,1
25,1,2094,5,5,1,3,1,0,0,1,0,7,0,1
34,2,4640,1,1,1,6,1,0,0,1,0,0,0,0
51,2,4641,5,5,0,7,0,0,0,1,0,0,0,0
10,2,4642,8,8,4,8,0,0,0,1,0,3,5,0
12,2,4643,3,3,1,3,1,0,0,1,0,0,0,1
7,2,4644,1,1,1,1,1,0,0,1,0,17,0,0
7,2,1189,1,1,1,5,1,0,0,12,0,4,0,1
0,2,4645,1,1,4,5,0,0,1,1,0,47,0,0
28,4,4646,0,0,1,3,1,0,0,1,3,0,0,1
26,2,4647,1,1,0,6,3,0,0,19,0,0,0,0
24,0,1846,5,5,0,4,3,0,0,1,0,33,0,0
51,2,4648,5,5,1,9,1,0,0,1,0,0,0,0
51,0,4649,5,5,1,4,1,0,0,1,0,0,0,0
29,2,4650,7,7,1,1,1,1,0,1,0,0,0,1
9,2,3759,5,5,2,0,0,0,1,1,0,6,0,0
13,2,1132,5,5,1,7,1,0,0,1,0,15,0,0
24,2,4651,2,2,0,6,3,0,0,1,0,3,0,0
57,2,4652,1,1,1,6,1,0,0,1,0,3,0,1
29,2,4653,5,5,1,6,1,0,0,1,0,0,0,0
32,5,4654,5,5,0,11,3,0,1,1,0,0,0,0
39,1,4655,13,13,3,6,0,0,0,1,0,0,5,0
23,2,1008,1,1,1,1,1,0,0,1,0,4,0,0
32,2,4656,2,2,1,2,3,0,0,1,0,0,0,0
12,4,219,5,5,0,6,0,0,0,1,0,0,0,0
39,2,3825,9,9,0,3,0,0,1,1,0,8,0,1
22,2,1527,5,5,0,3,3,0,0,1,0,12,0,0
47,1,4657,1,1,1,8,1,0,0,1,0,9,0,0
43,2,4658,8,8,1,5,1,0,0,1,0,4,0,1
25,2,4659,9,9,1,3,1,0,0,1,0,0,0,1
23,2,4660,1,1,1,5,1,0,0,1,0,0,0,0
35,1,4661,1,1,1,5,2,0,1,8,0,0,0,1
